id	node1	label	node2	rank	node2;wikidatatype
Q31-type-item	Q31	type	item		
Q31-label-en	Q31	label	'Belgium'@en		
Q31-P1889-Q4882629-q31$331cc76d-4248-81df-ddb5-b972e0fcade9-0	Q31	P1889	Q4882629	normal	wikibase-item
Q31-P1889-Q4882570-q31$2ccf697e-49bc-6afc-5df8-6d3af5b3a10f-0	Q31	P1889	Q4882570	normal	wikibase-item
Q31-P1889-Q25394978-q31$0f68c817-7e6a-43e0-ab48-7502a1edcb7f-0	Q31	P1889	Q25394978	normal	wikibase-item
Q31-P1889-Q106879226-q31$bf138ed1-27ca-4e1e-a8a7-3e051c76eff3-0	Q31	P1889	Q106879226	normal	wikibase-item
Q31-P7305-fa5fcf61-q31$589290e6-47f7-5ae0-80f2-eaff955a89eb-0	Q31	P7305	"4169005"	normal	external-id
Q31-P6591-94e89361-q31$822b97ff-45de-67f3-bb09-3ac1a8644ad0-0	Q31	P6591	+41.8Q25267	normal	quantity
Q31-P3065-e5410c27-q31$847490f2-82ef-45a0-b844-c0e3553fccdc-0	Q31	P3065	"02-A000017722"	normal	external-id
Q31-P409-dc24ac35-q31$5723e43f-3ef8-4ef7-ad0f-01d94f69292a-0	Q31	P409	"35653982"	normal	external-id
Q31-P832-Q196627-q31$ad701253-470d-4ff3-9c1b-9191bf5b20eb-0	Q31	P832	Q196627	normal	wikibase-item
Q31-P832-Q21196-q31$98049280-45b8-affc-1a98-3221b93f506e-0	Q31	P832	Q21196	normal	wikibase-item
Q31-P832-Q209663-q31$907271c3-4c92-12f6-cdd3-417672485a53-0	Q31	P832	Q209663	normal	wikibase-item
Q31-P832-Q51638-q31$af9c1f7a-41f7-4956-d570-0c82e7f86cf2-0	Q31	P832	Q51638	normal	wikibase-item
Q31-P832-Q39864-q31$3132f5a3-4300-79bc-839c-771235860e51-0	Q31	P832	Q39864	normal	wikibase-item
Q31-P832-Q2512993-q31$bd39a068-44ac-6db5-7095-ebcb477e0ce3-0	Q31	P832	Q2512993	normal	wikibase-item
Q31-P832-Q2190144-q31$e8352963-4d55-c342-a1e3-6ebc90a6c46f-0	Q31	P832	Q2190144	normal	wikibase-item
Q31-P832-Q162691-q31$e6548347-475e-2f3f-e2c1-379b6d9d6d19-0	Q31	P832	Q162691	normal	wikibase-item
Q31-P832-Q587-q31$70372800-43f4-333f-039a-1c7dda8d1af4-0	Q31	P832	Q587	normal	wikibase-item
Q31-P832-Q6597183-q31$8ea00f1b-487d-4372-cf29-946a9312d4e4-0	Q31	P832	Q6597183	normal	wikibase-item
Q31-P832-Q2703710-q31$ccbc6a9b-41e8-9c88-9c71-6bfd33cc2560-0	Q31	P832	Q2703710	normal	wikibase-item
Q31-P5991-beb5462c-q31$69fcf4db-4320-09c4-6dc5-86eaec267f66-0	Q31	P5991	+115996000Q57084755	normal	quantity
Q31-P5991-7ed9d4f2-q31$7143b693-4aac-38b1-01d8-4bb3b1df5610-0	Q31	P5991	+118689000Q57084755	normal	quantity
Q31-P5991-fd260535-q31$39e4de75-4957-2138-4fa1-90da57d6fb19-0	Q31	P5991	+104615000Q57084755	normal	quantity
Q31-P5991-a74aaa39-q31$958747a5-4b65-99b5-5b6c-326508de4d5f-0	Q31	P5991	+104415000Q57084755	normal	quantity
Q31-P7422-670f0e88-q31$8835d980-4c1d-4ee7-a956-90a54a33894e-0	Q31	P7422	-30.1Q25267	normal	quantity
Q31-P213-2c72e645-q31$e7be1e16-41fa-49bf-196b-37505813c2db-0	Q31	P213	"0000000123536287"	normal	external-id
Q31-P8061-5e02ef56-q31$ec4238ea-4d90-628a-cf9e-98a1a23df72b-0	Q31	P8061	"c_870"	normal	external-id
Q31-P10730-64003ca9-q31$5816c37c-4cd4-b88e-36cf-a27ea7b5b9f4-0	Q31	P10730	"country/BEL"	normal	external-id
Q31-P5698-67f897d1-q31$2a0c8d2a-4c52-f16e-fade-f825788feac8-0	Q31	P5698	"108370"	normal	external-id
Q31-P6520-b7116f1d-q31$a31c70f9-4454-6b7c-b5b7-9a9702a27402-0	Q31	P6520	"Belgia"	normal	external-id
Q31-P2082-69d53019-q31$3722a941-4d15-afdb-1b53-d11a50578dc4-0	Q31	P2082	"056"	normal	external-id
Q31-P2004-e30b6853-q31$8f487811-4e46-29a1-740b-04183efd3843-0	Q31	P2004	"10580"	normal	external-id
Q31-P4212-024be102-q31$18f12b85-472e-21dc-b4c2-18fab033c2a9-0	Q31	P4212	"pcrtnvDNtYeAKn"	normal	external-id
Q31-P10757-8d419406-q31$8167de27-498e-c3b8-7f8f-81ae0fbb4a18-0	Q31	P10757	"50707"	normal	external-id
Q31-P8483-2d4f7389-q31$1ae3b0de-47b0-2f3c-4db3-ae3545c8c4e9-0	Q31	P8483	"A21"	normal	external-id
Q31-P1015-322aaacb-q31$42069e7f-d07c-4141-ba1c-4322e63721df-0	Q31	P1015	"90066653"	normal	external-id
Q31-P1424-Q6522677-q31$9529cb04-2775-4c44-9015-bf17d26c8214-0	Q31	P1424	Q6522677	normal	wikibase-item
Q31-P10916-ca3f4421-q31$d969fd98-4e89-2516-6443-f7602b402b0e-0	Q31	P10916	"Belgien"	normal	external-id
Q31-P9122-a41b8ded-q31$16b96742-a835-4815-a76b-55bab4723c17-0	Q31	P9122	"6192"	normal	external-id
Q31-P8168-3ea227a2-q31$6316c315-4e11-4911-9e12-ad7ecee823fd-0	Q31	P8168	"Q164498"	normal	external-id
Q31-P8988-617c9783-q31$eaddb926-4e3c-e319-41c7-a2aa3c5172ed-0	Q31	P8988	"osm&id=56"	normal	external-id
Q31-P7502-634403b9-q31$dfc4553a-3e71-458a-9776-3d46bc8134f3-0	Q31	P7502	"Belgium-5MNM"	normal	external-id
Q31-P2131-11f3ffe2-q31$260d766f-48fe-1bcb-5406-c17f7ae59c7a-0	Q31	P2131	+599880000000Q4917	normal	quantity
Q31-P7127-438d5c0a-q31$be99eedf-4d68-b90b-e95b-21438633aa8d-0	Q31	P7127	"belgium"	normal	external-id
Q31-P1081-e60b04cf-q31$211e4b8b-8c1f-426c-916f-226b995c300c-0	Q31	P1081	+0.816	normal	quantity
Q31-P1081-a782b2e1-q31$671d1fd6-a2fe-4cbd-9f44-a4ed236633b0-0	Q31	P1081	+0.819	normal	quantity
Q31-P1081-13234980-q31$6abca159-2c0c-47c1-a8b3-ce05b4556059-0	Q31	P1081	+0.835	normal	quantity
Q31-P1081-2f9b81de-q31$f51e4809-21da-4596-9073-017f6a53d705-0	Q31	P1081	+0.850	normal	quantity
Q31-P1081-f7ecf276-q31$4ef2d8c2-bdad-4779-8edc-aea47fd682d3-0	Q31	P1081	+0.858	normal	quantity
Q31-P1081-15365661-q31$ba3de85f-f119-4502-9fcc-09f0b251ae39-0	Q31	P1081	+0.865	normal	quantity
Q31-P1081-d0d8a3b5-q31$93b2614f-f76b-4faa-987b-76983cd7aaa0-0	Q31	P1081	+0.871	normal	quantity
Q31-P1081-656a47ce-q31$7415a025-1064-4fad-80fa-d4babb7cd672-0	Q31	P1081	+0.876	normal	quantity
Q31-P1081-cf133d40-q31$28865db3-1823-4689-b3af-a3735e84bbf8-0	Q31	P1081	+0.878	normal	quantity
Q31-P1081-8ada397d-q31$ff717582-b629-441a-966e-ba32c656429f-0	Q31	P1081	+0.882	normal	quantity
Q31-P1081-abe1b587-q31$1e967454-c181-476c-9e18-86fc539e804b-0	Q31	P1081	+0.887	normal	quantity
Q31-P1081-556185cf-q31$ea7b0d5b-89f2-4ad5-87d0-11b080f6033d-0	Q31	P1081	+0.890	normal	quantity
Q31-P1081-436528bd-q31$2ab49a9f-11d7-41ff-8d9b-8cd3aef51e10-0	Q31	P1081	+0.892	normal	quantity
Q31-P1081-b3b0f81b-q31$80622bf6-f79e-4471-af35-fac1e1886349-0	Q31	P1081	+0.895	normal	quantity
Q31-P1081-78f29de6-q31$e7cdcd27-8ae3-4d2a-8a1b-953b0aafee40-0	Q31	P1081	+0.900	normal	quantity
Q31-P1081-db962ab1-q31$6b4a0380-0503-4bd3-a063-318ff3d67a36-0	Q31	P1081	+0.902	normal	quantity
Q31-P1081-1447386c-q31$53bd8570-6fbf-4ae4-802b-40cde0a265ad-0	Q31	P1081	+0.905	normal	quantity
Q31-P1081-5237c36b-q31$eb159f27-9d8d-4d04-9209-7e495edb7a3b-0	Q31	P1081	+0.908	normal	quantity
Q31-P1081-5237c36b-q31$959a202f-d98c-4816-9e2a-168a1c5c915f-0	Q31	P1081	+0.908	normal	quantity
Q31-P1081-90782e57-q31$0102fd24-6665-4375-a669-0db70ac79861-0	Q31	P1081	+0.910	normal	quantity
Q31-P1081-9712117a-q31$6d829a04-fa10-4db7-9765-7afca424d25f-0	Q31	P1081	+0.912	normal	quantity
Q31-P1081-32016cf0-q31$e915ecdc-537e-44cb-a0e9-1ef4197699e5-0	Q31	P1081	+0.914	normal	quantity
Q31-P1081-cf44850e-q31$d394c064-2ea7-4cee-8b53-82d8f7177046-0	Q31	P1081	+0.915	normal	quantity
Q31-P1081-f85dc060-q31$e5d8a382-fa7b-4ea8-b44f-273e99f7b3ae-0	Q31	P1081	+0.916	normal	quantity
Q31-P1081-8c44906c-q31$c81259e7-6291-4a77-87cf-4191fd5cb4e3-0	Q31	P1081	+0.921	normal	quantity
Q31-P1081-9c8137c3-q31$8c6fbc10-b0d0-4bc8-9669-7f16de9bf7c0-0	Q31	P1081	+0.924	normal	quantity
Q31-P1081-f9ab2580-q31$ca07f3a6-92da-4d23-96d8-9a3d9207b967-0	Q31	P1081	+0.927	normal	quantity
Q31-P1081-eee76316-q31$61b75397-172e-4f80-b099-184438e18302-0	Q31	P1081	+0.931	normal	quantity
Q31-P1081-6de0effe-q31$cb518831-6c8e-4d34-8c7f-4376336d47ab-0	Q31	P1081	+0.933	normal	quantity
Q31-P1081-f26f592b-q31$389621bf-8d87-4ea3-b698-4a76a8d11163-0	Q31	P1081	+0.936	normal	quantity
Q31-P1081-355bc0ae-q31$99706cd9-cd66-4dec-b431-f831063fe9a4-0	Q31	P1081	+0.928	normal	quantity
Q31-P1081-b453564f-q31$6c2ba77a-0e28-4b50-a563-5855116397fd-0	Q31	P1081	+0.937	preferred	quantity
Q31-P9495-a6e013db-q31$7e4af692-fae8-4247-8c30-276980803eab-0	Q31	P9495	"geo/60FCC1CF-7151-4EFB-A99A-E23A77B27C7E"	normal	external-id
Q31-P11012-50a9d19d-q31$efca3410-9f07-4b5d-acc8-48e2cd400bc8-0	Q31	P11012	"Q8"	normal	external-id
Q31-P2855-52de2311-q31$b4fc4cb7-4a1f-d2eb-97f3-68f2539c52b1-0	Q31	P2855	+0Q11229	normal	quantity
Q31-P2855-2eba1c63-q31$1a95f7db-4a39-c3c6-4b78-dd3b057f9d46-0	Q31	P2855	+6Q11229	normal	quantity
Q31-P2855-da58e908-q31$d65055d1-4728-e325-ed3e-44403debf891-0	Q31	P2855	+12Q11229	normal	quantity
Q31-P2855-feaade89-q31$f0fd0335-4200-69b2-f730-7e5f6b0de76e-0	Q31	P2855	+21Q11229	preferred	quantity
Q31-P10280-Q8942504-q31$443f068d-caf4-453a-af29-2d88ed4d3c21-0	Q31	P10280	Q8942504	normal	wikibase-item
Q31-P2397-55b39d86-q31$762f398e-45aa-e510-4338-9c7e1bf39d95-0	Q31	P2397	"UCZzMKUSb2sRh8gd4fRsWHzA"	normal	external-id
Q31-P2003-438d5c0a-q31$24f6d78a-e107-4cfe-bc68-0d159d5c8d81-0	Q31	P2003	"belgium"	normal	external-id
Q31-P2572-cc19b142-q31$cc83a3b7-9111-4f17-8393-c834255a2ad4-0	Q31	P2572	"Belgium"	normal	string
Q31-P206-Q1693-q31$18162585-f431-4107-a9ef-24f1499e04f0-0	Q31	P206	Q1693	normal	wikibase-item
Q31-P706-Q27496-q31$f528d2d5-b480-4c4e-a514-3a0acac671cf-0	Q31	P706	Q27496	normal	wikibase-item
Q31-P4004-e7d30dd6-q31$f4663748-0bdc-4782-bc0c-52d0c298dd05-0	Q31	P4004	"Royal Arms of Belgium.svg"	normal	commonsMedia
Q31-P1125-e5d4ed52-q31$bea4fa09-471a-bdd4-b20e-0ae5fd826211-0	Q31	P1125	+27.2	normal	quantity
Q31-P1944-a57e3f7a-q31$ef79877f-4cfe-7358-57c0-99512c10d01c-0	Q31	P1944	"Belgium relief.svg"	normal	commonsMedia
Q31-P1943-059d44aa-q31$4598039a-4055-7ca6-e1e3-c9e7e8aef8ef-0	Q31	P1943	"LocationBelgium.svg"	normal	commonsMedia
Q31-P1621-b57b1fd9-q31$3dbafa5a-478f-3706-cc7a-d2c63b675751-0	Q31	P1621	"Be-map.png"	normal	commonsMedia
Q31-P6778-341d4e1e-q31$05c6cf1f-df2d-4ef8-a4cd-16c99289298b-0	Q31	P6778	"00002938"	normal	external-id
Q31-P11547-397f1a53-q31$f92d5095-d6a0-4bf2-ae5a-53000585f793-0	Q31	P11547	+42.5	normal	quantity
Q31-P15-6cfc12b4-q31$21fff3dc-4a17-3118-af53-bd2908346d3f-0	Q31	P15	"E-wegen België.png"	normal	commonsMedia
Q31-P11137-438d5c0a-q31$956addfc-d960-4feb-bf08-1ec27110ed04-0	Q31	P11137	"belgium"	normal	external-id
Q31-P11593-46fb730e-q31$8033d414-9c01-4f08-9184-3dffb4fbbb86-0	Q31	P11593	+0.840	normal	quantity
Q31-P11593-58913a7e-q31$9fbe269f-ed7d-4010-90d3-52e567651466-0	Q31	P11593	+0.836	normal	quantity
Q31-P11593-58913a7e-q31$2ce36623-4810-e8f3-7702-e9359c333dfa-0	Q31	P11593	+0.836	normal	quantity
Q31-P11593-9d9c45c1-q31$4ccd026d-d866-4e80-b4ef-1f0011984e7e-0	Q31	P11593	+0.843	normal	quantity
Q31-P11593-9d9c45c1-q31$15979305-4f98-bfae-e283-2a3f0e3ab7d0-0	Q31	P11593	+0.843	normal	quantity
Q31-P11593-2f9b81de-q31$eb8e4b03-0491-4bb2-91a6-2a12d1c5a642-0	Q31	P11593	+0.850	normal	quantity
Q31-P11593-1f860204-q31$345ea065-9995-4387-851c-f37d3545b1dc-0	Q31	P11593	+0.852	normal	quantity
Q31-P11593-1db95363-q31$b8d3a13d-8e49-41c8-8707-9563239ad87b-0	Q31	P11593	+0.860	normal	quantity
Q31-P11593-0937d9d0-q31$64baebba-6f4c-4094-a2d5-9d3cb29676d4-0	Q31	P11593	+0.861	normal	quantity
Q31-P11593-15365661-q31$a3ecfd30-8f6b-4528-8e37-ce3a82efcf1f-0	Q31	P11593	+0.865	normal	quantity
Q31-P11593-493ac3d2-q31$12d31cc6-8351-41e1-955e-fa23d65b8d91-0	Q31	P11593	+0.867	normal	quantity
Q31-P11593-d52e0bc2-q31$415fc589-04c8-410a-9b91-6c083298e34e-0	Q31	P11593	+0.874	preferred	quantity
Q31-P11496-b55c914c-q31$195b24e0-b884-47e2-8b74-d2599211fa97-0	Q31	P11496	"1140282266733683328"	normal	external-id
Q31-P271-345755e6-q31$09dcedac-6598-4812-81b2-2e87e671013f-0	Q31	P271	"DA01365333"	normal	external-id
Q31-P11693-0a5a8b97-q31$edaf2e35-3fde-4c91-a034-2cf9a274434e-0	Q31	P11693	"1684793666"	normal	external-id
Q31-P11196-7565cade-q31$92569eb5-44b6-480c-9841-064c34f90488-0	Q31	P11196	"比利时"	normal	external-id
Q31-P2892-333d6c45-q31$0ec495e3-3050-4f74-8f13-5e1c2ef0b522-0	Q31	P2892	"C0004950"	normal	external-id
Q31-P6262-b6e993cf-q31$5bf9b0f5-1295-4279-9bbb-3f5ee5da8b66-0	Q31	P6262	"gta:Belgium"	normal	external-id
Q31-P9475-c43dabd3-q31$98172912-4be7-c7c4-c8e3-8ef9649482f4-0	Q31	P9475	"E0022802"	normal	external-id
Q31-P11897-2427b415-q31$583377d8-1aa8-46a1-92f7-0c4c713669be-0	Q31	P11897	"BGM"	normal	external-id
Q31-P6900-7968cd6a-q31$a1904b9c-427c-8faa-fa9c-177096a7cc5d-0	Q31	P6900	"ベルギー"	normal	external-id
Q31-P10832-0c648b21-q31$d1c10720-4b1a-a09d-5e3e-a08b672272cb-0	Q31	P10832	"E39QbtfRBTwKRX6RVxHCgVWBGB"	normal	external-id
Q31-P12061-21f10195-q31$5db188b0-8139-42fa-a621-fff71f7d4c11-0	Q31	P12061	"26"	normal	external-id
Q31-P6781-9383f474-q31$28b70284-4db2-be62-6412-52efb149ace8-0	Q31	P6781	"Mathematician:Mathematicians/Sorted_By_Nation/Belgium"	normal	external-id
Q31-P4619-b1ba7d1b-q31$b357a9ac-478f-9eee-51b2-f4b157606bea-0	Q31	P4619	"000149273"	normal	external-id
Q31-P9984-c318dab1-q31$899c7d0e-4de8-23d3-f9f1-68cbcd2e3a81-0	Q31	P9984	"981058616807906706"	normal	external-id
Q31-P950-68826b4f-q31$1321db4e-4dbd-b7d1-c849-aa653be3a7fe-0	Q31	P950	"XX450597"	normal	external-id
Q31-P10227-d23e6229-q31$f11a6e01-4841-d276-fec8-9972ab7398a7-0	Q31	P10227	"vtls000316878"	normal	external-id
Q31-P1005-52b4f1bc-q31$4771a6d6-4a2b-8f3d-bce9-df44a06b086f-0	Q31	P1005	"115603"	normal	external-id
Q31-P7039-7417d1f5-q31$a00dd653-4571-1861-d829-8d451c843870-0	Q31	P7039	"000076881"	normal	external-id
Q31-P1559-8cb2394f-q31$de1b1348-49e0-e4ac-d20a-6d920d8e7787-0	Q31	P1559	'Koninkrijk België'@nl	normal	monolingualtext
Q31-P1559-40789783-q31$21a68eec-411e-58d2-8f69-216b150c71eb-0	Q31	P1559	'Royaume de Belgique'@fr	normal	monolingualtext
Q31-P1559-cf362895-q31$40d30bd9-4aa2-d179-c7e8-fd34a05c4eaa-0	Q31	P1559	'Königreich Belgien'@de	normal	monolingualtext
Q31-P17-Q31-q31$2739ff39-3eaa-4848-a9e2-41a06dd1f447-0	Q31	P17	Q31	normal	wikibase-item
Q31-P12086-757d7e0a-q31$0c2d075d-9ae4-44ba-88a6-a9ce719d543a-0	Q31	P12086	"België"	normal	external-id
Q31-P1830-Q2697443-q31$7eb7d8b1-9502-4d5b-aeed-7e2c55907e7e-0	Q31	P1830	Q2697443	normal	wikibase-item
Q31-P421-Q6655-q31$32f90277-0ffa-45f4-b3ee-9ec7eb443553-0	Q31	P421	Q6655	preferred	wikibase-item
Q31-P421-Q6723-q31$adfda8bf-e4fc-4e7a-a5e5-29a7fc4b5596-0	Q31	P421	Q6723	preferred	wikibase-item
Q31-P421-Q25989-q31$85bcad0b-41fc-4e25-f56e-b2c7599c0645-0	Q31	P421	Q25989	normal	wikibase-item
Q31-P421-Q207020-q31$10690042-379b-4101-a423-1b51ec9205b5-0	Q31	P421	Q207020	normal	wikibase-item
Q31-P421-Q5412099-q31$2da4e523-42fe-bdc7-99ab-71bae2ed2000-0	Q31	P421	Q5412099	normal	wikibase-item
Q31-P11832-34e4cc83-q31$f5006af2-ea1b-4c05-bdae-ae3ef27994e6-0	Q31	P11832	"Satellite image of Belgium in July 2001.jpg"	normal	commonsMedia
Q31-P898-4d40497a-q31$f3cbd683-4b8e-4171-91d1-9246c6147c1d-0	Q31	P898	"ˈbɛlʤəm"	normal	string
Q31-P898-3dcc6c3e-q31$3739ff1a-435b-e464-cb1a-4fb0479ff688-0	Q31	P898	"ˈkɪŋdəm ɒv ˈbɛlʤəm"	normal	string
Q31-P12385-2dc50b47-q31$e9d95b90-4d5f-4002-9786-1183a175dd6c-0	Q31	P12385	"belgica"	normal	external-id
Q8-type-item	Q8	type	item		
Q8-label-en	Q8	label	'happiness'@en		
Q8-alias-en-b681bd79-0	Q8	alias	'joy'@en		
Q8-alias-en-d8749130-0	Q8	alias	'happy'@en		
Q8-P1245-5cd96b3f-q8$475e48c8-41fa-5739-e46e-27ff20507977-0	Q8	P1245	"885155"	normal	external-id
Q8-P373-4d5aa5e3-q8$0fc7fb9a-b5ca-4762-98ae-1b0bdc1eef39-0	Q8	P373	"Happiness"	normal	string
Q8-P31-Q331769-q8$e2efa381-ba5d-4f52-af74-660b9a044c1e-0	Q8	P31	Q331769	normal	wikibase-item
Q8-P31-Q60539479-q8$5db9c22e-4d86-4fb1-ac36-5c75cc806d6a-0	Q8	P31	Q60539479	normal	wikibase-item
Q8-P508-e18fe3a6-q8$522798cd-60cd-4eae-be3b-365efd24f2ec-0	Q8	P508	"13163"	normal	external-id
Q8-P18-0ab272a5-q8$7dcd6734-4ece-8b37-9386-92e5d4e801cd-0	Q8	P18	"Sweet Baby Kisses Family Love.jpg"	normal	commonsMedia
Q8-P18-8bf86406-q8$0faf3a47-42dc-6668-6f71-ec555d2907ce-0	Q8	P18	"Happiness .jpg"	preferred	commonsMedia
Q8-P18-647676ff-q8$a424dcbb-43f1-d0b6-d6cd-307b80e65a65-0	Q8	P18	"Felicidade A very happy boy.jpg"	normal	commonsMedia
Q8-P910-Q8505256-q8$e805258b-7b18-4558-980e-425f5713df51-0	Q8	P910	Q8505256	normal	wikibase-item
Q8-P349-4df3b4f4-q8$a6cf669f-6dd6-49a3-b084-6a31b119a535-0	Q8	P349	"00566227"	normal	external-id
Q8-P646-c80fe49d-q8$63214a9f-b2c8-42f9-8da0-b046a989ddcf-0	Q8	P646	"/m/016pp7"	normal	external-id
Q8-P1296-4de5b98e-q8$d568dfe7-62f7-42f3-a62c-5535e2f375d3-0	Q8	P1296	"0108463"	normal	external-id
Q8-P1296-8798cec4-q8$e5a2582c-3078-44eb-911a-8268802ba5c5-0	Q8	P1296	"0183409"	normal	external-id
Q8-P1296-aecfe781-q8$b9251da1-d31d-43a2-9a7f-3986d297cd53-0	Q8	P1296	"0183410"	normal	external-id
Q8-P1296-9951b2df-q8$3a741e37-cf59-4196-b94c-3d90b6ac501c-0	Q8	P1296	"0231283"	normal	external-id
Q8-P1051-824449e2-q8$761ae6a8-f01b-439d-a336-07144c63ca9b-0	Q8	P1051	"9359"	normal	external-id
Q8-P1343-Q20743760-q8$fdc68656-486e-7604-6d56-f3de4cd39c58-0	Q8	P1343	Q20743760	normal	wikibase-item
Q8-P1343-Q1970746-q8$e4859441-489a-1047-2ad2-54c5a761e53c-0	Q8	P1343	Q1970746	normal	wikibase-item
Q8-P1343-Q19180675-q8$78465d79-47d7-2f9e-2a47-c9dd9977a02d-0	Q8	P1343	Q19180675	normal	wikibase-item
Q8-P1343-Q106727050-q8$b0ce23b2-715a-4491-9c6b-d34302a33903-0	Q8	P1343	Q106727050	normal	wikibase-item
Q8-P1343-Q867541-q8$37343ead-8c25-4438-b1b2-bfa7e5b179b6-0	Q8	P1343	Q867541	normal	wikibase-item
Q8-P486-38379686-q8$1a839016-8211-40ba-ae36-4d4ae64b2668-0	Q8	P486	"D006240"	normal	external-id
Q8-P227-c314ad52-q8$056ee957-2c74-4507-9e61-861491c5271c-0	Q8	P227	"4021325-0"	normal	external-id
Q8-P2612-d02e451f-q8$ec1857f1-f4c5-42ac-8608-7face3192c2b-0	Q8	P2612	"happiness"	normal	external-id
Q8-P461-Q169251-q8$f9d78663-4f55-2a7d-d10e-47c9513d88e0-0	Q8	P461	Q169251	normal	wikibase-item
Q8-P461-Q105839683-q8$96423eb1-415d-8026-5e89-f8d4ea91a0e3-0	Q8	P461	Q105839683	normal	wikibase-item
Q8-P1417-e1f5e35b-q8$3b075a3e-027d-47a8-8a41-ab16af2b2004-0	Q8	P1417	"topic/happiness"	normal	external-id
Q8-P3417-4d5aa5e3-q8$73413da5-ae18-430f-95fd-c43bf50f11e2-0	Q8	P3417	"Happiness"	normal	external-id
Q8-P3827-d02e451f-q8$0fd1c632-9528-449c-883e-3f6004787863-0	Q8	P3827	"happiness"	normal	external-id
Q8-P244-3e96cff8-q8$98479cc7-4935-829b-da8d-2eb4adb80a6b-0	Q8	P244	"sh85058807"	normal	external-id
Q8-P268-189cbbf0-q8$4c54aeba-42dc-f2cf-66db-41e65e7526ef-0	Q8	P268	"11935779w"	normal	external-id
Q8-P3123-d02e451f-q8$d542913b-642e-4f6d-a8c2-8468600a39fb-0	Q8	P3123	"happiness"	normal	external-id
Q8-P3219-c4c89227-q8$67dc4610-478e-f7cb-2cb0-02fcad7610e8-0	Q8	P3219	"bonheur"	normal	external-id
Q8-P3984-205863aa-q8$23735853-49a7-af22-c0a9-9262cded4ca3-0	Q8	P3984	"happy"	normal	external-id
Q8-P5019-83548b9d-q8$fa9aa223-444d-cb93-91d3-93979756ce4a-0	Q8	P5019	"gluck-20"	normal	external-id
Q8-P279-Q16748867-q8$e3c5313a-4594-848d-6352-08fee40fc615-0	Q8	P279	Q16748867	normal	wikibase-item
Q8-P3241-51bf75dc-q8$a782dab2-7852-414e-9b21-8388218ba88b-0	Q8	P3241	"07131b"	normal	external-id
Q8-P6573-e4250fcc-q8$b97d8631-7ac2-4c51-a18c-6004c8950730-0	Q8	P6573	"Glück"	normal	external-id
Q8-P3235-d02e451f-q8$77c3dcb0-f0a6-47fa-9a31-6f7bed7e2633-0	Q8	P3235	"happiness"	normal	external-id
Q8-P460-Q935526-q8$351a92e5-4f4b-387d-4ba2-2159ed31a741-0	Q8	P460	Q935526	normal	wikibase-item
Q8-P460-Q203994-q8$db7171eb-4bce-cd89-da8e-69c04c46b3c9-0	Q8	P460	Q203994	normal	wikibase-item
Q8-P460-Q10923556-q8$af504e23-4eaf-4d27-26fc-ae6d54421724-0	Q8	P460	Q10923556	normal	wikibase-item
Q8-P460-Q5446285-q8$a6af6993-6428-41c2-a4b4-a96a66652c44-0	Q8	P460	Q5446285	normal	wikibase-item
Q8-P4212-82f1b05e-q8$3a404419-dc7a-418b-960c-b2297a7d9ce4-0	Q8	P4212	"pcrtIoXHfp6d0L"	normal	external-id
Q8-P361-Q77468620-q8$077e9e4b-849e-420a-b86d-d63ccd8f6cd4-0	Q8	P361	Q77468620	normal	wikibase-item
Q8-P361-Q13100823-q8$20ebb019-41f6-0c32-4940-a0a0d785131f-0	Q8	P361	Q13100823	normal	wikibase-item
Q8-P2572-205863aa-q8$046bb5f8-4e39-980a-0ea2-63e0f4ce2293-0	Q8	P2572	"happy"	normal	string
Q8-P6366-4e41c858-q8$18d4c411-5c7b-44b2-b565-0fcd146ebee0-0	Q8	P6366	"2778999518"	normal	external-id
Q8-P1552-Q487-q8$b48766ab-47d9-b9dc-497c-5888b350b49d-0	Q8	P1552	Q487	normal	wikibase-item
Q8-P1552-Q1117179-q8$d07c09fb-4662-810d-b50b-cd2bd5c27aab-0	Q8	P1552	Q1117179	normal	wikibase-item
Q8-P2347-1b53ccc1-q8$ba842061-a0d2-4c75-9993-66080f963e8c-0	Q8	P2347	"2416"	normal	external-id
Q8-P7033-5a017eb9-q8$645d915b-8dc4-4baa-bf87-1d8189e2a464-0	Q8	P7033	"scot/11075"	normal	external-id
Q8-P8408-4d5aa5e3-q8$7a7ddd00-e83c-413e-b825-75dddae0af26-0	Q8	P8408	"Happiness"	normal	external-id
Q8-P6839-216f22b1-q8$fdf7eafe-4848-ef59-23e2-f63cd28c6818-0	Q8	P6839	"Main/HappinessTropes"	normal	external-id
Q8-P2581-96487e22-q8$0bb9758a-412d-f578-af31-c232e3f07c14-0	Q8	P2581	"00042905n"	normal	external-id
Q8-P8885-88a443cb-q8$69d46074-45ac-1e54-a82c-630fb5927056-0	Q8	P8885	"행복"	normal	external-id
Q8-P8814-c8c29f3e-q8$dab8ef1c-3c78-4550-afd9-965b6071d19b-0	Q8	P8814	"07542591-n"	normal	external-id
Q8-P8895-fdec342b-q8$ba30bf0d-4065-6b45-ae81-5ae92f4f82ae-0	Q8	P8895	"Category:Happiness_Tropes"	normal	external-id
Q8-P950-72441357-q8$7d308785-a5d2-4eb6-aaa4-07b9a692ca62-0	Q8	P950	"XX526342"	normal	external-id
